"world_rank","university_name","country","teaching","international","research","citations","income","total_score","num_students","student_staff_ratio","international_students","female_male_ratio","year","lon","lat"
"301-350","University of Turin","Italy",27.4,"38.8",22.3,67.5,"54.2","-","67,552",66,"6%","62 : 38",2016,7.6889006,45.069428
"301-350","University of Turku","Finland",27.1,"66.2",21.2,65.8,"31.2","-","12,326",14.6,"5%","61 : 39",2016,22.2851138,60.4562974
"301-350","Vrije Universiteit Brussel","Belgium",28.7,"64.5",24.5,56.8,"77.1","-","9,020",17.1,"16%","55 : 45",2016,4.394886,50.821658
"301-350","VŠB - Technical University of Ostrava","Czech Republic",18.8,"22.3",15.7,85.5,"32.1","-","14,991",23.9,"5%","49 : 51",2016,18.1636092,49.8336826
"301-350","Yonsei University","South Korea",37.2,"41.5",34.1,39.4,"75.9","-","24,774",11.6,"14%","",2016,126.938572,37.565784
"301-350","York University","Canada",30.2,"58.2",30.8,49.1,"33.2","-","48,007",39.4,"9%","59 : 41",2016,-79.5018684,43.7734535
"351-400","Bilkent University","Turkey",22.6,"47.5",17.5,64.1,"30.2","-","",NA,"","",2016,32.7475962,39.8746147
"351-400","Binghamton University, State University of New York","United States of America",22.7,"53.6",17.4,62,"34.0","-","15,799",23.3,"14%","48 : 52",2016,-75.9697049,42.0893553
"351-400","University of Crete","Greece",18.6,"47.0",19.2,73.6,"34.5","-","14,650",26.9,"5%","63 : 37",2016,25.0826527,35.3073146
"351-400","University of Cyprus","Cyprus",18,"74.7",28.5,56.7,"30.0","-","6,880",22.9,"8%","69 : 31",2016,33.3770175,35.1600014
"351-400","Drexel University","United States of America",31.2,"46.3",14.6,57.7,"36.3","-","20,713",10.8,"18%","48 : 52",2016,-90.3312523,38.6677847
"351-400","University of Eastern Finland","Finland",24.8,"46.1",20.7,65.1,"33.3","-","10,798",17.3,"6%","64 : 36",2016,29.744203,62.603598
"351-400","University of Florence","Italy",21.7,"38.5",20.4,72.1,"35.9","-","54,290",17.2,"7%","59 : 41",2016,11.259765,43.7776426
"351-400","University of St Gallen","Switzerland",25.8,"97.6",11.2,53.5,"41.8","-","6,848",10.8,"34%","32 : 68",2016,9.3755673,47.4321575
"351-400","Graz University of Technology","Austria",26,"69.3",15.8,52.9,"77.2","-","7,542",12.5,"16%","22 : 78",2016,15.450342,47.0692742
"351-400","University of Guelph","Canada",28,"53.6",34.2,44.4,"47.4","-","21,643",28.3,"4%","60 : 40",2016,-80.2245283,43.5331548
"351-400","Hanyang University","South Korea",33.9,"54.3",32.6,31.1,"87.9","-","16,729",10.4,"19%","",2016,127.0453219,37.5572321
"351-400","Hong Kong Baptist University","Hong Kong",22.6,"75.0",12.1,67.9,"28.8","-","10,441",11,"25%","61 : 39",2016,114.181587,22.337943
"351-400","University of Houston","United States of America",34.9,"33.9",26.5,52,"42.3","-","40,325",43.7,"9%","50 : 50",2016,-95.3422334,29.7199489
"351-400","Indian Institute of Technology Bombay","India",37.8,"17.7",28.6,48.5,"42.3","-","8,327",14.9,"1%","16 : 84",2016,72.9132679,19.1334302
"351-400","Instituto Superior Técnico Lisboa","Portugal",22.2,"43.7",25,59.8,"38.8","-","11,778",16.9,"9%","27 : 73",2016,-9.138705,38.7368192
"351-400","University of Jyväskylä","Finland",28.2,"47.1",25.5,55.5,"34.2","-","9,703",15.2,"5%","62 : 38",2016,25.7316335,62.2365317
"351-400","La Trobe University","Australia",27,"78.0",28.5,45.4,"43.7","-","22,037",29,"27%","63 : 37",2016,145.0483946,-37.7207268
"351-400","Loughborough University","United Kingdom",31.2,"72.9",32.2,41.3,"36.6","-","13,951",15.9,"22%","38 : 62",2016,-1.224632,52.769227
"351-400","University of Manitoba","Canada",27.1,"57.8",26.9,49.7,"41.8","-","28,576",27.8,"11%","55 : 45",2016,-97.1366259,49.8075008
"351-400","University of Missouri","United States of America",31.2,"31.0",21,60.2,"31.1","-","29,885",14.1,"5%","53 : 47",2016,-92.3277375,38.9403808
"351-400","University of Modena and Reggio Emilia","Italy",18.7,"34.2",15.6,72.9,"32.3","-","19,693",25.3,"6%","54 : 46",2016,10.9279258,44.6451116
"351-400","University of Montana","United States of America",30.8,"21.5",13.6,65.5,"31.0","-","12,470",15.2,"3%","54 : 46",2016,-113.9852081,46.8600672
"351-400","National University of Ireland, Maynooth","Republic of Ireland",24.6,"75.6",22.8,50.2,"36.6","-","7,653",28,"11%","55 : 45",2016,-6.6000704,53.3838822
"351-400","University of Nebraska Medical Center","United States of America",37,"37.7",13.3,64.4,"33.6","-","2,857",2.6,"8%","67 : 33",2016,-95.9778714,41.2551186
"351-400","University of New Mexico","United States of America",25.6,"28.6",15.4,74.5,"37.0","-","",NA,"","",2016,-106.6197812,35.0843187
"351-400","Norwegian University of Science and Technology","Norway",16.3,"59.9",25.8,59.8,"51.8","-","17,381",13.9,"9%","46 : 54",2016,10.402077,63.419499
"351-400","University of Oulu","Finland",23.1,"56.9",15.9,62.3,"30.9","-","14,056",8.5,"6%","49 : 51",2016,25.4662935,65.0593177
"351-400","Panthéon-Sorbonne University – Paris 1","France",53.2,"47.6",47.6,6.8,"28.3","-","42,215",34.3,"20%","59 : 41",2016,2.344468,48.8469373
"351-400","Polytechnic University of Turin","Italy",23.7,"50.6",18.6,65.9,"42.5","-","27,709",19.6,"16%","29 : 71",2016,7.6620529,45.0627948
"351-400","University of Rome III","Italy",23.1,"35.9",21,64.8,"37.5","-","36,353",61.2,"5%","59 : 41",2016,12.4795619,41.8620534
"351-400","Sabancı University","Turkey",22.3,"42.7",32.3,52.8,"70.0","-","2,739",15.9,"6%","39 : 61",2016,29.3748667,40.8928831
"351-400","San Diego State University","United States of America",20.3,"25.9",27,62.7,"29.3","-","27,420",31.7,"5%","57 : 43",2016,-117.0718893,32.7757217
"351-400","University of South Australia","Australia",26.4,"89.0",26.7,41.2,"85.9","-","18,971",26.2,"32%","59 : 41",2016,138.6066669,-34.9201652
"351-400","University of South Carolina","United States of America",31.1,"24.5",21.5,58.7,"30.3","-","29,336",16.3,"1%","55 : 45",2016,-81.0274276,33.996112
"351-400","University of South Dakota","United States of America",29.3,"17.1",12.1,70.4,"28.0","-","8,003",17.1,"2%","61 : 39",2016,-96.925271,42.784118
"351-400","State University of Campinas","Brazil",44.6,"21.1",42.3,22.6,"49.4","-","27,095",15.3,"3%","48 : 52",2016,-47.0647206,-22.8184393
"351-400","University of Stirling","United Kingdom",22.6,"77.7",23.5,59.1,"30.4","-","7,828",15.9,"22%","61 : 39",2016,-3.918879,56.1459171
"351-400","Sun Yat-sen University","China",31.9,"37.0",24.6,45.7,"79.4","-","51,351",16.6,"8%","51 : 49",2016,113.29947,23.103702
"351-400","Swansea University","United Kingdom",22.2,"72.4",23.8,58.2,"32.7","-","12,801",17.1,"20%","49 : 51",2016,-3.982132,51.608392
"351-400","Swinburne University of Technology","Australia",21.5,"84.8",20.2,53.4,"32.2","-","20,314",36.5,"33%","44 : 56",2016,145.0389546,-37.8221504
"351-400","University of Tartu","Estonia",23.8,"46.1",22.8,64.2,"31.5","-","10,269",13,"3%","66 : 34",2016,26.7198658,58.3810843
"351-400","Temple University","United States of America",34,"28.6",18.2,58.3,"41.6","-","33,268",13.3,"5%","51 : 49",2016,-75.1575243,39.9803336
"351-400","University of Texas at San Antonio","United States of America",18.1,"29.6",16.6,74.9,"28.6","-","27,520",26.9,"6%","48 : 52",2016,-98.6207675,29.5830244
"351-400","UiT The Arctic University of Norway","Norway",26.5,"66.1",18.7,58.8,"36.8","-","10,398",12.2,"10%","60 : 40",2016,18.9712162,69.6798027
"351-400","Université Libre de Bruxelles","Belgium",26.1,"84.5",28.3,47.9,"39.1","-","23,819",26.1,"32%","54 : 46",2016,4.3822222,50.8132068
"351-400","Lille 2 University – Health and Law","France",15.1,"39.4",9.5,81.7,"31.5","-","26,894",38.5,"8%","58 : 42",2016,3.0838866,50.6115951
"351-400","University College Cork","Republic of Ireland",28.6,"75.5",23.8,48.4,"47.1","-","15,805",22.3,"15%","55 : 45",2016,-8.4932738,51.8921099
"351-400","Verona University","Italy",23.6,"38.3",13.1,76.1,"36.6","-","25,250",19.7,"7%","65 : 35",2016,11.004076,45.43844
"351-400","Victoria University of Wellington","New Zealand",26,"88.8",28.7,44.3,"45.6","-","17,142",21.1,"21%","55 : 45",2016,174.7686615,-41.2904017
"351-400","Washington State University","United States of America",29,"39.6",28.2,49.6,"57.1","-","24,550",18.3,"7%","50 : 50",2016,-117.1542121,46.7319225
"351-400","Wayne State University","United States of America",31.9,"29.6",14.2,65.3,"41.7","-","23,065",10.7,"7%","57 : 43",2016,-83.0665462,42.3591388
"401-500","American University","United States of America",42.2,"28.9",16.5,41.1,"35.9","-","11,604",12,"12%","60 : 40",2016,-77.088468,38.93741
"401-500","Aston University","Unted Kingdom",18.4,"92.5",20.4,51.9,"34.6","-","",NA,"","",2016,-1.8902314,52.4869642
"401-500","University of Aveiro","Portugal",24.8,"45.9",26.5,43.6,"40.1","-","10,791",17.8,"10%","51 : 49",2016,-8.657506,40.6303024
"401-500","University of Bari Aldo Moro","Italy",28.7,"31.7",21.6,48.8,"45.4","-","51,560",65.1,"2%","65 : 35",2016,16.8684745,41.1205546
"401-500","Bar-Ilan University","Israel",22.6,"49.4",21.3,42.3,"28.9","-","17,503",16,"5%","59 : 41",2016,34.8430876,32.0691989
"401-500","Bournemouth University","United Kingdom",32,"70.6",12.6,35.2,"28.8","-","14,907",25.9,"18%","53 : 47",2016,-1.8962463,50.742981
"401-500","University of Brescia","Italy",15.6,"36.6",14.8,72.3,"35.8","-","14,076",25,"7%","48 : 52",2016,10.217297,45.537837
"401-500","Brno University of Technology","Czech Republic",18,"35.8",14.7,55.8,"33.7","-","23,694",21.3,"15%","27 : 73",2016,16.6033808,49.2017233
"401-500","Brunel University London","United Kingdom",24.8,"91.8",23.3,39.5,"34.7","-","12,613",17.6,"38%","46 : 54",2016,-0.4692108,51.5331581
"401-500","Ca’ Foscari University of Venice","Italy",23.9,"38.1",27.8,48.9,"32.3","-","19,267",38.3,"7%","66 : 34",2016,12.3261971,45.4345319
"401-500","University of Cagliari","Italy",19.4,"32.6",13.2,56.8,"33.6","-","30,638",51,"1%","62 : 38",2016,9.1149594,39.2175754
"401-500","University of Canterbury","New Zealand",23.5,"91.0",22.5,38.9,"52.1","-","12,187",16.5,"20%","51 : 49",2016,172.5839233,-43.5235375
"401-500","Catholic University of the Sacred Heart","Italy",18.6,"39.0",11.3,55.4,"38.7","-","30,304",18.9,"10%","",2016,9.1771785,45.4621325
"401-500","Charles University in Prague","Czech Republic",31.5,"52.8",21.5,41,"28.2","-","51,438",13,"15%","62 : 38",2016,14.4234889,50.0871106
"401-500","China Medical University, Taiwan","Taiwan",24,"25.7",29.4,45,"60.4","-","7,983",15.4,"8%","53 : 47",2016,120.6801328,24.1562767
"401-500","City University London","United Kingdom",23.5,"89.6",21.2,43.5,"28.9","-","13,053",17.8,"50%","55 : 45",2016,-0.1025445,51.5278249
"401-500","Claude Bernard University Lyon 1","France",21.3,"50.5",13.2,66.5,"34.5","-","35,308",16.1,"11%","50 : 50",2016,4.862939,45.779462
"401-500","University of Coimbra","Portugal",28.3,"46.2",26.5,42.4,"34.8","-","22,795",19,"11%","55 : 45",2016,-8.4241509,40.2089072
"401-500","Complutense University of Madrid","Spain",33.2,"39.1",27.6,31.2,"30.9","-","86,519",17.5,"13%","62 : 38",2016,-3.7285872,40.4478246
"401-500","Concordia University","Canada",19.3,"77.4",23.4,36.4,"30.9","-","31,017",30.3,"27%","50 : 50",2016,-117.810409,33.65461
"401-500","Curtin University","Australia",20.1,"93.1",20.2,44.6,"37.8","-","30,333",17.1,"38%","53 : 47",2016,115.8944182,-32.0061951
"401-500","Dublin City University","Republic of Ireland",26.1,"76.7",25.2,36.3,"51.7","-","8,546",22.9,"17%","51 : 49",2016,-6.2567437,53.3861818
"401-500","East China University of Science and Technology","China",24.1,"21.7",17.1,46.4,"64.7","-","27,140",15.5,"5%","",2016,121.4251069,31.1408757
"401-500","Ewha Womans University","South Korea",23.9,"34.3",18.3,50.4,"57.6","-","17,625",14.4,"6%","100 : 0",2016,126.9468294,37.5618577
"401-500","Federico Santa María Technical University","Chile",17.2,"54.1",10.1,70.5,"35.1","-","11,718",34,"2%","24 : 76",2016,-71.5956131,-33.0347298
"401-500","University of Ferrara","Italy",17.7,"41.8",17.2,63.3,"35.9","-","18,882",30.2,"7%","56 : 44",2016,11.6261625,44.8334234
"401-500","Florida International University","United States of America",25.7,"32.8",18.1,49.4,"32.7","-","32,566",25.9,"7%","56 : 44",2016,-80.3739487,25.7565756
"401-500","University of Genoa","Italy",27.2,"38.8",14.2,59.3,"42.3","-","37,373",29.5,"9%","56 : 44",2016,8.9267336,44.4149149
"401-500","Georgia State University","United States of America",26.3,"29.5",19.5,52.9,"28.7","-","28,534",20.4,"5%","59 : 41",2016,-84.3852819,33.753068
"401-500","University of Graz","Austria",24.9,"68.9",16.3,53.3,"29.3","-","20,584",26.8,"12%","65 : 35",2016,15.4499126,47.0777872
"401-500","Heriot-Watt University","United Kingdom",23.4,"90.1",22.4,36.4,"45.6","-","8,773",17.8,"43%","41 : 59",2016,-3.3203494,55.9096602
"401-500","Hokkaido University","Japan",40.3,"27.9",32.8,29.3,"53.7","-","18,162",8.2,"9%","29 : 71",2016,141.340013,43.0779575
"401-500","Howard University","United States of America",38.8,"30.3",11,44.5,"-","-","10,297",6.8,"5%","65 : 35",2016,-77.0194377,38.9226843
"401-500","University of Hull","United Kingdom",22.4,"73.2",16.1,41.1,"31.8","-","15,141",18.7,"20%","52 : 48",2016,-0.3673875,53.7714552
"401-500","University of Idaho","United States of America",28.3,"32.0",19.4,40.8,"32.4","-","11,641",21.5,"6%","47 : 53",2016,-117.0126084,46.7288124
"401-500","Indian Institute of Technology Delhi","India",35.8,"15.5",25.8,33.4,"62.8","-","8,371",17.3,"1%","18 : 82",2016,77.1926283,28.5449756
"401-500","Indian Institute of Technology Kharagpur","India",33.2,"13.3",30.5,41.4,"31.7","-","9,928",17.5,"0%","15 : 85",2016,87.3105311,22.3149274
"401-500","Indian Institute of Technology Madras","India",34.6,"16.1",20.7,31.4,"88.9","-","8,234",15.9,"1%","19 : 81",2016,80.2339031,12.9908081
"401-500","University of Ioannina","Greece",14.5,"36.9",17.7,56.4,"32.9","-","20,825",36.3,"4%","58 : 42",2016,20.8450898,39.6158593
"401-500","Iran University of Science and Technology","Iran",25.9,"12.2",26,42.3,"61.2","-","10,311",23.9,"0%","24 : 76",2016,51.5023103,35.742474
"401-500","Johannes Kepler University of Linz","Austria",19.2,"58.5",13.8,51.6,"37.4","-","19,646",29.1,"10%","48 : 52",2016,14.3219434,48.3375357
"401-500","University of Kaiserslautern","Germany",29.6,"44.1",22.6,47.5,"80.2","-","14,184",54.4,"14%","36 : 64",2016,7.7556483,49.4253647
"401-500","Keele University","United Kingdom",20,"72.7",17.6,53,"29.3","-","8,397",15.7,"20%","55 : 45",2016,-2.272053,53.0034373
"401-500","University of KwaZulu-Natal","South Africa",20.3,"58.6",25.7,41.5,"38.2","-","30,572",24.9,"6%","58 : 42",2016,30.9807272,-29.8674219
"401-500","Kyung Hee University","South Korea",26.1,"46.4",27.6,39.2,"89.4","-","24,356",17.4,"14%","",2016,127.052544,37.5961951
"401-500","Kyushu University","Japan",36.5,"26.4",27.5,31.8,"83.2","-","18,925",6.7,"8%","28 : 72",2016,130.4250445,33.6266584
"401-500","Lehigh University","United States of America",23.9,"36.0",15,58.2,"38.9","-","6,300",11.3,"15%","44 : 56",2016,-75.3782832,40.6069087
"401-500","Louisiana State University","United States of America",26.8,"26.1",27.7,37.8,"-","-","28,116",20.1,"6%","52 : 48",2016,-91.1800023,30.4132579
"401-500","University of Macau","Macau",18.5,"98.4",17,49.7,"34.9","-","8,521",14.9,"31%","58 : 42",2016,113.5466489,22.1290705
"401-500","Makerere University","Uganda",15.1,"58.0",10.6,70.7,"28.0","-","37,340",29.4,"9%","50 : 50",2016,32.5709881,0.329183
"401-500","Marche Polytechnic University","Italy",15.2,"27.3",11,80.2,"28.0","-","16,589",23,"4%","45 : 55",2016,13.5127759,43.6171442
"401-500","University of Maryland, Baltimore County","United States of America",21.3,"28.2",18.2,61.3,"31.7","-","13,908",18.1,"7%","46 : 54",2016,-76.7111956,39.2551135
"401-500","Murdoch University","Australia",18.7,"88.3",19.6,51.2,"36.5","-","16,606",32.8,"43%","59 : 41",2016,115.8329519,-32.0686354
"401-500","University of Nantes","France",19.6,"35.1",12.2,69.4,"-","-","33,866",22.2,"11%","56 : 44",2016,-1.5559718,47.2095499
"401-500","National and Kapodistrian University of Athens","Greece",26.7,"39.0",16.3,45.8,"-","-","63,052",32.3,"9%","61 : 39",2016,23.7786871,37.968196
"401-500","National Autonomous University of Mexico","Mexico",42.7,"35.9",40.2,14.8,"63.7","-","137,378",11.6,"5%","51 : 49",2016,-99.1843676,19.3188895
"401-500","National Cheng Kung University","Taiwan",29.8,"27.7",40.2,27.2,"100.0","-","21,234",14.4,"11%","36 : 64",2016,120.2180947,22.9996873
"401-500","National Institute of Applied Sciences of Lyon (INSA Lyon)","France",27,"63.6",10.6,41.8,"40.3","-","6,137",8.2,"31%","31 : 69",2016,4.878273,45.782938
"401-500","National Yang-Ming University","Taiwan",41.5,"15.8",18.5,33.3,"30.2","-","4,496",5.4,"2%","48 : 52",2016,121.5137024,25.1230017
"401-500","University of Neuchâtel","Switzerland",24.2,"91.4",14.7,48.2,"-","-","4,358",8.5,"22%","59 : 41",2016,6.9387031,46.9938549
"401-500","New University of Lisbon","Portugal",26.9,"44.5",21.9,38.3,"41.3","-","18,867",17.9,"7%","49 : 51",2016,-9.160333,38.733682
"401-500","University of Nice Sophia Antipolis","France",21.4,"79.5",16.1,53.7,"28.5","-","27,304",20.3,"22%","56 : 44",2016,7.2896737,43.7099458
"401-500","Novosibirsk State University","Russian Federation",41.4,"32.4",30.8,26.2,"38.2","-","7,131",7.1,"13%","52 : 48",2016,83.0943884,54.8477462
"401-500","The Open University","United Kingdom",21,"51.5",13.8,60.3,"28.4","-","76,683",35.9,"9%","61 : 39",2016,-0.7104769,52.0250914
"401-500","Oxford Brookes University","United Kingdom",25.7,"68.9",18.8,42.7,"28.4","-","14,238",18.5,"25%","57 : 43",2016,-1.29121,51.7399245
"401-500","University of Palermo","Italy",15.3,"23.6",9.1,77.4,"28.0","-","43,875",22.4,"1%","60 : 40",2016,13.369838,38.11779
"401-500","University of Parma","Italy",17.7,"36.8",16.6,56.4,"37.1","-","26,937",29.1,"7%","56 : 44",2016,10.3257786,44.8011856
"401-500","University of Pisa","Italy",21.6,"31.1",18.9,64.5,"31.4","-","47,247",18,"4%","52 : 48",2016,10.3988593,43.7167235
"401-500","Polytechnic University of Catalonia","Spain",25.2,"63.9",14.8,44.7,"40.9","-","22,893",11.7,"28%","12 : 88",2016,2.1132804,41.388004
"401-500","Pontifical Catholic University of Chile","Chile",28.2,"52.4",21.3,37,"28.0","-","25,075",15.3,"7%","",2016,-70.6407933,-33.4411279
"401-500","University of Porto","Portugal",32,"45.4",28.2,37.2,"38.7","-","32,720",18.8,"9%","54 : 46",2016,-8.6156998,41.1465479
"401-500","University of Portsmouth","United Kingdom",17.2,"79.3",10.9,58.2,"28.9","-","20,161",19.1,"23%","45 : 55",2016,-1.0935686,50.7951287
"401-500","RMIT University","Australia",24.7,"82.1",17.7,44.6,"37.0","-","29,501",18.1,"25%","47 : 53",2016,144.9639667,-37.8085495
"401-500","University of Rome II – Tor Vergata","Italy",23.5,"36.5",17.2,64.5,"34.7","-","33,504",26.5,"6%","52 : 48",2016,12.5978728,41.850142
"401-500","University of Rovira i Virgili","Spain",20.8,"41.5",14.8,66.9,"30.9","-","12,533",12.8,"9%","61 : 39",2016,1.260497,41.1196609
"401-500","Saint Petersburg State University","Russian Federation",47.9,"33.0",31.4,14.5,"29.5","-","20,836",5.2,"7%","60 : 40",2016,30.2989198,59.941894
"401-500","University of Salento","Italy",29.6,"24.5",13.2,53,"36.2","-","19,959",58.4,"1%","64 : 36",2016,18.1672669,40.3495599
"401-500","University of San Francisco","United States of America",34.2,"40.1",12.9,43.8,"28.6","-","10,788",17,"17%","63 : 37",2016,-122.450683,37.7766466
